train_idx	gen_idx	re_idx	similarity	query	train_texts	generated_texts
0	4	28	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 내릴 예정이야?
0	15	29	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 내릴거같니?
0	16	30	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 계족산 비 어느 정도 와?
0	19	31	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 올까?
0	20	32	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 용인의 강수량이 얼마나 될까?
0	21	33	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 청주에 비가 얼마나 내릴까?
0	22	34	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 내릴지 좀 알려줘
0	25	35	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 화천군의 강수량 말해줘
0	26	36	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 문경 강수량 알려줘
0	30	37	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 내릴지 궁금해
0	31	38	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 청계천에 비가 얼만큼 올까?
0	32	39	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 포천시에 비가 얼마나 내릴까?
0	34	40	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서울 강수량 말해줘.
0	36	41	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 포천시에 비가 얼마나 올까?
0	50	42	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 오겠니?
0	55	43	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일도 수원에 비가 많이 오겠지?
0	61	44	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 화천군의 강수량이 얼마나 돼?
0	64	45	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 문경 강수량 말해줘.
0	72	46	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 화천군의 강수량이 얼마나 될까?
0	77	47	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 증도 강수량 말해줘.
0	90	48	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 많이 올까?
0	93	49	0.9999871	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 어느 정도 올 예정이야?
0	7	50	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 대전에 비가 얼마나 올까?
0	12	51	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 대전에 비가 어느 정도 올까?
0	13	52	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 하회마을 강수량 알려줘
0	14	53	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 에버랜드 시간당 강수량 어떻냐?
0	17	54	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 청주에 비가 어느 정도 올까?
0	24	55	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 궁동의 강수량이 얼마나 될까?
0	27	56	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 올 거 같아?
0	28	57	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은 대전에 비가 어느 정도 올까?
0	39	58	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 얼마나 내려?
0	41	59	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 많이 오겠지?
0	42	60	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 청주에 비가 얼마나 올까?
0	45	61	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 부산에 비가 얼마나 내릴까?
0	46	62	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 하회마을의 강수량이 얼마나 될까?
0	63	63	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 도초도에 비가 얼마나 올까?
0	67	64	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 에버랜드 강수량 알려줘.
0	76	65	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 설악산 강수량 말해줘.
0	79	66	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원의 강수량이 얼마나 될까?
0	85	67	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 하회마을 강수량 말해줘.
0	86	68	0.99998707	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일도 대전에 비가 많이 오겠지?
0	6	69	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 에버랜드 시간당 강수량 어떤 것 같냐?
0	29	70	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 용산에는 비가 얼마나 내릴까?
0	44	71	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 강원도에 비가 얼마나 내릴까?
0	49	72	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은 부산에 비가 어느 정도 올 예정이야?
0	70	73	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 천안에 비가 얼마나 올까?
0	87	74	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수원에 비가 어느 정도 올까?
0	91	75	0.99998695	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 강원도 비 어느 정도 와?
0	23	76	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 양동마을에 비가 어느 정도 올까?
0	33	77	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 유성구 강수량 알려줄래?
0	54	78	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 유성구 강수량 말해줘.
0	65	79	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 에버랜드 강수량 말해줘.
0	73	80	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 양동마을에 비가 얼마나 내릴까?
0	88	81	0.9999869	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 설악산 강수량 알려줘
0	37	82	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 강원도에 비가 얼마나 올까?
0	53	83	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 수성구에 비가 얼마나 내릴까?
0	57	84	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 해운대에는 비가 얼마나 내릴까?
0	80	85	0.99998677	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 용산에는 비가 얼마나 올까?
0	2	86	0.9999867	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일은 춘천에 비가 어느 정도 올까?
0	47	87	0.9999867	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 양동마을에 비가 얼마나 올까?
0	48	88	0.9999867	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 유성구 강수량 알려줘
0	89	89	0.9999867	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 에버랜드 강수량 알려줘
0	1	90	0.99998593	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 경상도 내리는 비의 양 좀 알려줘
0	5	91	0.99998575	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서천에 내리는 비의 양 좀 알려줄래?
0	56	92	0.99998575	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 서천에 내리는 비의 양 좀 알려줘
0	81	93	0.99771184	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 롯데월드 날씨는?
0	83	94	0.9977098	weather.rainfall(day.p=내일,location=*)	내일 설악산 비 어느 정도 와?	내일 롯데월드 날씨는 어떨까?
1	34	0	0.9999606	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀
1	36	1	0.99996054	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨 좀 알려줘
1	3	2	0.9999605	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀
1	2	3	0.9999603	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨 말해줘.
1	5	4	0.9999603	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 청양의 날씨는 어떨까
1	37	5	0.9999602	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨 좀.
1	67	6	0.9999602	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀 알려줘
1	1	7	0.9999601	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀.
1	6	8	0.9999601	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀 얘기해줘
1	26	9	0.9999601	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 어떨까?
1	20	10	0.99996	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀 말해줘.
1	41	11	0.99996	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀 알아봐 줘
1	45	12	0.99996	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 어때?
1	56	13	0.99996	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 어떻니?
1	59	14	0.99995995	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 알려줘.
1	66	15	0.99995995	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 군산의 날씨는 어떨까
1	15	16	0.9999598	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀 알려줘
1	18	17	0.9999598	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀 알려줘.
1	32	18	0.9999598	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 논산의 날씨는 어떨까
1	74	19	0.9999598	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨가 어떨지 궁금해
1	12	20	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 좀 알려줄래?
1	31	21	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀 말해줘.
1	33	22	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨는 어떨까?
1	50	23	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 서울 날씨 좀 알려줄래?
1	60	24	0.99995977	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 에버랜드 날씨 알려줄래?
1	7	25	0.9999597	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 롯데월드 날씨는 어떨까
1	76	26	0.9999597	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 부산 날씨는?
1	43	27	0.9999596	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀.
1	47	28	0.9999596	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 어떨까?
1	68	29	0.9999596	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 말해줘.
1	8	30	0.9999595	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 롯데월드 날씨는?
1	22	31	0.9999595	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 명동은 날씨가 어떨까?
1	40	32	0.9999595	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 명동은 날씨가 어떨까
1	82	33	0.9999595	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 롯데월드 날씨는 어때?
1	16	34	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 알려줘.
1	21	35	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀 알려줘.
1	23	36	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 군산의 날씨는 어떤가?
1	30	37	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨는 어떨까?
1	53	38	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 말해줄래?
1	55	39	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 롯데월드 날씨는 어때?
1	72	40	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨는?
1	75	41	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 좀 알려줄래?
1	81	42	0.9999594	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 명동은 날씨가 어떨지 궁금해
1	52	43	0.99995935	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 롯데월드 날씨는 어떨까?
1	64	44	0.99995935	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 부산 날씨는 어떨까?
1	4	45	0.99995923	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 롯데월드 날씨는?
1	10	46	0.99995923	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수성구는 날씨가 어떨까?
1	24	47	0.99995923	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 청양의 날씨는 어떨까
1	71	48	0.99995923	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 대전 날씨 좀.
1	35	49	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 수원 날씨 좀
1	44	50	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 알려주라.
1	46	51	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 대전 날씨 알려줄래?
1	54	52	0.9999592	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 서울 날씨 좀.
1	73	53	0.9999591	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 청양의 날씨는 어떨까?
1	80	54	0.9999591	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 천안 날씨는?
1	42	55	0.999959	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수성구는 날씨가 어떨지 궁금해
1	78	56	0.999959	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 대전 날씨 말해줄래?
1	0	57	0.9999588	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 대전 날씨는?
1	13	58	0.9999588	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 서울 날씨 말해줄래?
1	28	59	0.9999588	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 에버랜드 날씨 어떨까?
1	38	60	0.9999588	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 설악산 날씨 알려줘.
1	70	61	0.9999588	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 대전 날씨 좀 알려줄래?
1	29	62	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수원의 날씨 어떨까?
1	48	63	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 에버랜드 날씨 좀 알려줄래?
1	49	64	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 에버랜드 날씨 좀.
1	57	65	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 수원 날씨 좀.
1	69	66	0.99995875	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 에버랜드 날씨 어떻니?
1	19	67	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일모레 에버랜드 날씨 좀 알려줘.
1	27	68	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 수원 날씨 좀 알려줘
1	39	69	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 수원 날씨는?
1	62	70	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 수원 날씨 어떨까?
1	65	71	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수원의 날씨는 어떨까?
1	83	72	0.99995863	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 수원 날씨 알려줘.
1	61	73	0.9999586	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 에버랜드 날씨 좀 알려줘.
1	14	74	0.99995846	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 에버랜드 날씨 알려줘.
1	51	75	0.99995846	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 부산 날씨는 어떨까?
1	58	76	0.99995846	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 부산 날씨는?
1	77	77	0.99995846	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수원의 날씨 좀 알려줘
1	17	78	0.9999584	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 에버랜드 날씨 좀 알려주겠니?
1	25	79	0.99995834	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수원의 날씨가 어떨지 궁금해
1	63	80	0.99995834	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	오늘 수원 날씨 알려줄래?
1	79	81	0.99995816	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수원의 날씨가 어떻지?
1	11	82	0.9999578	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 화천 날씨 좀.
1	9	83	0.99995756	weather.general(day.p=*,location=*)	내일 부산 날씨 알고있니?	내일 수원 날씨 알려줄래?
2	63	0	0.9999357	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도가 어떤지 가져와서 알려줄래?
2	37	1	0.99993354	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도는 어떻게 되니?
2	16	2	0.9999333	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 제주도 기온이 어떻게 돼?
2	50	3	0.99993247	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도는 어떻게 되는데?
2	40	4	0.99993205	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	내일 5시 대구 온도가 어떤지 가져와서 알려줄래?
2	29	5	0.9999318	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	내일 5시 대전 온도가 어떤지 가져와서 알려주겠니?
2	18	6	0.99993145	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	내일 5시 대전 온도가 어떤지 가져와서 보여줄래?
2	53	7	0.9999313	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도는 어떨까?
2	83	8	0.99993104	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도는 얼마 정도니?
2	85	9	0.99993074	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	내일 5시 대전 온도가 어떤지 가져와서 알려줄래?
2	81	10	0.9999307	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대전 온도가 어떤지 가져와서 보여주겠니?
2	43	11	0.9999305	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대전 온도가 어떤지 가져와서 보여줄래?
2	64	12	0.9999305	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도는 얼마니?
2	96	13	0.99993044	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대전 온도가 어떤지 가져와서 알려주겠니?
2	84	14	0.9999301	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대전 온도가 어떤지 가져와서 알려줄래?
2	60	15	0.9999299	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도는 어떻게 돼?
2	73	16	0.99992967	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 제주도 온도는 어떻게 돼?
2	32	17	0.9999295	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대구 온도는 몇 도일까?
2	61	18	0.99992925	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	내일 5시 대구 온도 예상해줘.
2	14	19	0.9999291	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 전주 기온 알려주겠니?
2	20	20	0.9999289	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 대전 온도가 어떤지 가져와서 보여줘.
2	8	21	0.99992883	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	모레 5시 대전 온도가 어떤지 가져와서 알려줄래?
2	21	22	0.99992883	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 울산 온도가 어떤지 가져와서 알려줄래?
2	86	23	0.99992853	weather.temperature(day.p=*,location=*,time=5시)	내일 유성구 5시 온도 알려줘.	오늘 5시 전주 기온 찾아줘.
